DGUID,CD,REF_DATE,Animal,kg P live,kg P carcass,kg P slaugther waste
2021A00032453,2453,2021,Rabbit,0.0,0.0,0.0
2021A00032454,2454,2021,Hogs,0.0,0.0,0.0
2021A00032454,2454,2021,Sheep,0.0,0.0,0.0
2021A00032454,2454,2021,Goat,0.0,0.0,0.0
2021A00032454,2454,2021,Calves,0.0,0.0,0.0
2021A00032454,2454,2021,Cattle,0.0,0.0,0.0
2021A00032454,2454,2021,Chicken,0.0,0.0,0.0
2021A00032454,2454,2021,Turkey,0.0,0.0,0.0
2021A00032454,2454,2021,Rabbit,0.0,0.0,0.0
2021A00032455,2455,2021,Hogs,0.0,0.0,0.0
2021A00032455,2455,2021,Sheep,0.0,0.0,0.0
2021A00032455,2455,2021,Goat,0.0,0.0,0.0
2021A00032455,2455,2021,Calves,0.0,0.0,0.0
2021A00032455,2455,2021,Cattle,0.0,0.0,0.0
2021A00032455,2455,2021,Chicken,0.0,0.0,0.0
2021A00032455,2455,2021,Turkey,0.0,0.0,0.0
2021A00032455,2455,2021,Rabbit,0.0,0.0,0.0
2021A00032456,2456,2021,Hogs,233314.84132746837,186651.8730619747,46662.968265493655
2021A00032456,2456,2021,Sheep,755.6275623890824,347.58867869897796,408.0388836901045
2021A00032456,2456,2021,Goat,46.24880269602109,23.124401348010544,23.124401348010544
2021A00032456,2456,2021,Calves,16143.784555160271,8879.081505338148,7264.70304982212
2021A00032456,2456,2021,Cattle,10955.282485883958,5368.08841808314,5587.194067800818
2021A00032456,2456,2021,Chicken,99117.71361605708,71364.75380356109,27752.959812495978
2021A00032456,2456,2021,Turkey,7116.820635174096,5479.9518890840545,1636.868746090042
2021A00032456,2456,2021,Rabbit,57.33031632911715,30.385067654432092,26.945248674685057
2021A00032457,2457,2021,Hogs,4672.972501551584,3738.378001241267,934.5945003103163
2021A00032457,2457,2021,Sheep,15.134171492771323,6.9617188866748085,8.172452606096513
2021A00032457,2457,2021,Goat,0.9262993386899789,0.46314966934498947,0.46314966934498947
2021A00032457,2457,2021,Calves,323.3376019631527,177.83568107973403,145.5019208834187
2021A00032457,2457,2021,Cattle,219.41910558279744,107.51536173557075,111.90374384722672
2021A00032457,2457,2021,Chicken,1985.1902584045768,1429.3369860512953,555.8532723532815
2021A00032457,2457,2021,Turkey,142.540041333959,109.75583182714843,32.78420950681057
2021A00032457,2457,2021,Rabbit,1.148246678980887,0.6085707398598701,0.5396759391210169
2021A00032458,2458,2021,Hogs,234983.76007802252,187987.00806241806,46996.75201560448
2021A00032458,2458,2021,Sheep,761.0326236365006,350.0750068727904,410.95761676371035
2021A00032458,2458,2021,Goat,46.57962388841036,23.28981194420518,23.28981194420518
2021A00032458,2458,2021,Calves,16259.262270147108,8942.59424858091,7316.668021566197
2021A00032458,2458,2021,Cattle,11033.646452163528,5406.486761560128,5627.159690603399
2021A00032458,2458,2021,Chicken,99826.71013691585,71875.23129857941,27951.47883833644
2021A00032458,2458,2021,Turkey,7167.727792793368,5519.150400450893,1648.5773923424745
2021A00032458,2458,2021,Rabbit,57.74040442875317,30.602414347239183,27.13799008151399
2021A00032459,2459,2021,Hogs,0.0,0.0,0.0
2021A00032459,2459,2021,Sheep,0.0,0.0,0.0
2021A00032459,2459,2021,Goat,0.0,0.0,0.0
2021A00032459,2459,2021,Calves,0.0,0.0,0.0
2021A00032459,2459,2021,Cattle,0.0,0.0,0.0
2021A00032459,2459,2021,Chicken,0.0,0.0,0.0
2021A00032459,2459,2021,Turkey,0.0,0.0,0.0
2021A00032459,2459,2021,Rabbit,0.0,0.0,0.0
2021A00032460,2460,2021,Hogs,23031.07875764709,18424.863006117674,4606.215751529415
2021A00032460,2460,2021,Sheep,74.58984521437294,34.311328798611555,40.278516415761395
2021A00032460,2460,2021,Goat,4.5653324549720375,2.2826662274860188,2.2826662274860188
2021A00032460,2460,2021,Calves,1593.5924668183957,876.4758567501177,717.116610068278
2021A00032460,2460,2021,Cattle,1081.422734658073,529.8971399824559,551.5255946756173
2021A00032460,2460,2021,Chicken,9784.151987851126,7044.589431252812,2739.5625565983155
2021A00032460,2460,2021,Turkey,702.5187751459407,540.9394568623744,161.57931828356638
2021A00032460,2460,2021,Rabbit,5.659215774977229,2.999384360737931,2.6598314142392967
2021A00032461,2461,2021,Hogs,0.0,0.0,0.0
2021A00032461,2461,2021,Sheep,0.0,0.0,0.0
2021A00032461,2461,2021,Goat,0.0,0.0,0.0
2021A00032461,2461,2021,Calves,0.0,0.0,0.0
2021A00032461,2461,2021,Cattle,0.0,0.0,0.0
2021A00032461,2461,2021,Chicken,0.0,0.0,0.0
2021A00032461,2461,2021,Turkey,0.0,0.0,0.0
2021A00032461,2461,2021,Rabbit,0.0,0.0,0.0
2021A00032462,2462,2021,Hogs,0.0,0.0,0.0
2021A00032462,2462,2021,Sheep,0.0,0.0,0.0
2021A00032462,2462,2021,Goat,0.0,0.0,0.0
2021A00032462,2462,2021,Calves,0.0,0.0,0.0
2021A00032462,2462,2021,Cattle,0.0,0.0,0.0
2021A00032462,2462,2021,Chicken,0.0,0.0,0.0
2021A00032462,2462,2021,Turkey,0.0,0.0,0.0
2021A00032462,2462,2021,Rabbit,0.0,0.0,0.0
2021A00032463,2463,2021,Hogs,233314.84132746837,186651.8730619747,46662.968265493655
2021A00032463,2463,2021,Sheep,755.6275623890824,347.58867869897796,408.0388836901045
2021A00032463,2463,2021,Goat,46.24880269602109,23.124401348010544,23.124401348010544
2021A00032463,2463,2021,Calves,16143.784555160271,8879.081505338148,7264.70304982212
2021A00032463,2463,2021,Cattle,10955.282485883958,5368.08841808314,5587.194067800818
2021A00032463,2463,2021,Chicken,99117.71361605708,71364.75380356109,27752.959812495978
2021A00032463,2463,2021,Turkey,7116.820635174096,5479.9518890840545,1636.868746090042
2021A00032463,2463,2021,Rabbit,57.33031632911715,30.385067654432092,26.945248674685057
2021A00032464,2464,2021,Hogs,183914.84631106592,147131.87704885274,36782.96926221317
2021A00032464,2464,2021,Sheep,595.6377494654998,273.99336475412997,321.6443847113699
2021A00032464,2464,2021,Goat,36.456495401298454,18.228247700649227,18.228247700649227
2021A00032464,2464,2021,Calves,12725.644191549798,6999.104305352389,5726.539886197408
2021A00032464,2464,2021,Cattle,8635.70908400867,4231.497451164248,4404.211632844422
2021A00032464,2464,2021,Chicken,78131.41659863725,56254.61995101882,21876.79664761843
2021A00032464,2464,2021,Turkey,5609.968769643672,4319.675952625628,1290.2928170180446
2021A00032464,2464,2021,Rabbit,45.19170857989063,23.951605547342034,21.24010303254859
2021A00032465,2465,2021,Hogs,1142875.5603794733,914300.4483035787,228575.11207589458
2021A00032465,2465,2021,Sheep,3701.385942232072,1702.6375334267532,1998.7484088053188
2021A00032465,2465,2021,Goat,226.54635254817768,113.27317627408884,113.27317627408884
2021A00032465,2465,2021,Calves,79079.1392229882,43493.52657264352,35585.61265034469
2021A00032465,2465,2021,Cattle,53663.64410824989,26295.185613042442,27368.458495207444
2021A00032465,2465,2021,Chicken,485520.8174840908,349574.9885885453,135945.82889554545
2021A00032465,2465,2021,Turkey,34861.221537676836,26843.140584011162,8018.0809536656725
2021A00032465,2465,2021,Rabbit,280.828330630754,148.83901523429967,131.98931539645437
2021A00032466,2466,2021,Hogs,1507701.1992506078,1206160.9594004862,301540.23985012143
2021A00032466,2466,2021,Sheep,4882.932330917719,2246.148872222151,2636.7834586955682
2021A00032466,2466,2021,Goat,298.8638652044739,149.43193260223694,149.43193260223694
2021A00032466,2466,2021,Calves,104322.5677191115,57377.41224551133,46945.15547360017
2021A00032466,2466,2021,Cattle,70794.00713696402,34689.063497112365,36104.94363985165
2021A00032466,2466,2021,Chicken,640507.4569438194,461165.36899954994,179342.08794426947
2021A00032466,2466,2021,Turkey,45989.5261932495,35411.935168802105,10577.591024447385
2021A00032466,2466,2021,Rabbit,370.4735892111905,196.35100228193096,174.1225869292595
2021A00032467,2467,2021,Hogs,75101.34377493619,60081.075019948956,15020.268754987239
2021A00032467,2467,2021,Sheep,243.2277561338248,111.88476782155942,131.3429883122654
2021A00032467,2467,2021,Goat,14.886953657517516,7.443476828758758,7.443476828758758
2021A00032467,2467,2021,Calves,5196.497174407812,2858.073445924297,2338.423728483515
2021A00032467,2467,2021,Cattle,3526.3784825806733,1727.9254564645298,1798.453026116143
2021A00032467,2467,2021,Chicken,31904.843438644988,22971.487275824387,8933.356162820599
2021A00032467,2467,2021,Turkey,2290.8220928671985,1763.933011507743,526.8890813594556
2021A00032467,2467,2021,Rabbit,18.4539644836214,9.780601176319344,8.673363307302058
2021A00032468,2468,2021,Hogs,0.0,0.0,0.0
2021A00032468,2468,2021,Sheep,0.0,0.0,0.0
2021A00032468,2468,2021,Goat,0.0,0.0,0.0
2021A00032468,2468,2021,Calves,0.0,0.0,0.0
2021A00032468,2468,2021,Cattle,0.0,0.0,0.0
2021A00032468,2468,2021,Chicken,0.0,0.0,0.0
2021A00032468,2468,2021,Turkey,0.0,0.0,0.0
2021A00032468,2468,2021,Rabbit,0.0,0.0,0.0
2021A00032469,2469,2021,Hogs,0.0,0.0,0.0
2021A00032469,2469,2021,Sheep,0.0,0.0,0.0
2021A00032469,2469,2021,Goat,0.0,0.0,0.0
2021A00032469,2469,2021,Calves,0.0,0.0,0.0
2021A00032469,2469,2021,Cattle,0.0,0.0,0.0
2021A00032469,2469,2021,Chicken,0.0,0.0,0.0
2021A00032469,2469,2021,Turkey,0.0,0.0,0.0
2021A00032469,2469,2021,Rabbit,0.0,0.0,0.0
2021A00032470,2470,2021,Hogs,0.0,0.0,0.0
2021A00032470,2470,2021,Sheep,0.0,0.0,0.0
2021A00032470,2470,2021,Goat,0.0,0.0,0.0
2021A00032470,2470,2021,Calves,0.0,0.0,0.0
2021A00032470,2470,2021,Cattle,0.0,0.0,0.0
2021A00032470,2470,2021,Chicken,0.0,0.0,0.0
2021A00032470,2470,2021,Turkey,0.0,0.0,0.0
2021A00032470,2470,2021,Rabbit,0.0,0.0,0.0
2021A00032471,2471,2021,Hogs,49733.7787665133,39787.023013210644,9946.755753302661
2021A00032471,2471,2021,Sheep,161.0708251730662,74.09257957961046,86.97824559345572
2021A00032471,2471,2021,Goat,9.858471533200488,4.929235766600244,4.929235766600244
2021A00032471,2471,2021,Calves,3441.2359066078407,1892.6797486343123,1548.5561579735281
2021A00032471,2471,2021,Cattle,2335.2461951312016,1144.270635614289,1190.975559516913
2021A00032471,2471,2021,Chicken,21128.09632159157,15212.229351545928,5915.8669700456385
2021A00032471,2471,2021,Turkey,1517.0332970542781,1168.1156387317942,348.917658322484
2021A00032471,2471,2021,Rabbit,12.220625369153725,6.476931445651474,5.743693923502251
2021A00032472,2472,2021,Hogs,234983.76007802252,187987.00806241806,46996.75201560448
2021A00032472,2472,2021,Sheep,761.0326236365006,350.0750068727904,410.95761676371035
2021A00032472,2472,2021,Goat,46.57962388841036,23.28981194420518,23.28981194420518
2021A00032472,2472,2021,Calves,16259.262270147108,8942.59424858091,7316.668021566197
2021A00032472,2472,2021,Cattle,11033.646452163528,5406.486761560128,5627.159690603399
2021A00032472,2472,2021,Chicken,99826.71013691585,71875.23129857941,27951.47883833644
2021A00032472,2472,2021,Turkey,7167.727792793368,5519.150400450893,1648.5773923424745
2021A00032472,2472,2021,Rabbit,57.74040442875317,30.602414347239183,27.13799008151399
2021A00032473,2473,2021,Hogs,342795.91136381985,274236.72909105587,68559.18227276397
2021A00032473,2473,2021,Sheep,1110.1995802197248,510.6918069010735,599.5077733186514
2021A00032473,2473,2021,Goat,67.95067291675772,33.97533645837886,33.97533645837886
2021A00032473,2473,2021,Calves,23719.122658296987,13045.517462063346,10673.605196233642
2021A00032473,2473,2021,Cattle,16095.958673823783,7887.019750173654,8208.938923650128
2021A00032473,2473,2021,Chicken,145627.8853843929,104852.07747676288,40775.80790763002
2021A00032473,2473,2021,Turkey,10456.330174998278,8051.374234748675,2404.955940249604
2021A00032473,2473,2021,Rabbit,84.23209566524078,44.64301070257762,39.589084962663165
2021A00032474,2474,2021,Hogs,3337.8375011082744,2670.2700008866195,667.5675002216549
2021A00032474,2474,2021,Sheep,10.81012249483666,4.972656347624864,5.837466147211796
2021A00032474,2474,2021,Goat,0.6616423847785562,0.3308211923892781,0.3308211923892781
2021A00032474,2474,2021,Calves,230.95542997368054,127.02548648552431,103.92994348815623
2021A00032474,2474,2021,Cattle,156.72793255914104,76.7966869539791,79.93124560516193
2021A00032474,2474,2021,Chicken,1417.9930417175547,1020.9549900366394,397.0380516809154
2021A00032474,2474,2021,Turkey,101.81431523854215,78.39702273367746,23.417292504864694
2021A00032474,2474,2021,Rabbit,0.8201761992720621,0.4346933856141929,0.38548281365786913
2021A00032475,2475,2021,Hogs,0.0,0.0,0.0
2021A00032475,2475,2021,Sheep,0.0,0.0,0.0
2021A00032475,2475,2021,Goat,0.0,0.0,0.0
2021A00032475,2475,2021,Calves,0.0,0.0,0.0
2021A00032475,2475,2021,Cattle,0.0,0.0,0.0
2021A00032475,2475,2021,Chicken,0.0,0.0,0.0
2021A00032475,2475,2021,Turkey,0.0,0.0,0.0
2021A00032475,2475,2021,Rabbit,0.0,0.0,0.0
2021A00032476,2476,2021,Hogs,0.0,0.0,0.0
2021A00032476,2476,2021,Sheep,0.0,0.0,0.0
2021A00032476,2476,2021,Goat,0.0,0.0,0.0
2021A00032476,2476,2021,Calves,0.0,0.0,0.0
2021A00032476,2476,2021,Cattle,0.0,0.0,0.0
2021A00032476,2476,2021,Chicken,0.0,0.0,0.0
2021A00032476,2476,2021,Turkey,0.0,0.0,0.0
2021A00032476,2476,2021,Rabbit,0.0,0.0,0.0
2021A00032477,2477,2021,Hogs,0.0,0.0,0.0
2021A00032477,2477,2021,Sheep,0.0,0.0,0.0
2021A00032477,2477,2021,Goat,0.0,0.0,0.0
2021A00032477,2477,2021,Calves,0.0,0.0,0.0
2021A00032477,2477,2021,Cattle,0.0,0.0,0.0
2021A00032477,2477,2021,Chicken,0.0,0.0,0.0
2021A00032477,2477,2021,Turkey,0.0,0.0,0.0
2021A00032477,2477,2021,Rabbit,0.0,0.0,0.0
2021A00032478,2478,2021,Hogs,0.0,0.0,0.0
2021A00032478,2478,2021,Sheep,0.0,0.0,0.0
2021A00032478,2478,2021,Goat,0.0,0.0,0.0
2021A00032478,2478,2021,Calves,0.0,0.0,0.0
2021A00032478,2478,2021,Cattle,0.0,0.0,0.0
2021A00032478,2478,2021,Chicken,0.0,0.0,0.0
2021A00032478,2478,2021,Turkey,0.0,0.0,0.0
2021A00032478,2478,2021,Rabbit,0.0,0.0,0.0
2021A00032479,2479,2021,Hogs,0.0,0.0,0.0
2021A00032479,2479,2021,Sheep,0.0,0.0,0.0
2021A00032479,2479,2021,Goat,0.0,0.0,0.0
2021A00032479,2479,2021,Calves,0.0,0.0,0.0
2021A00032479,2479,2021,Cattle,0.0,0.0,0.0
2021A00032479,2479,2021,Chicken,0.0,0.0,0.0
2021A00032479,2479,2021,Turkey,0.0,0.0,0.0
2021A00032479,2479,2021,Rabbit,0.0,0.0,0.0
2021A00032480,2480,2021,Hogs,0.0,0.0,0.0
2021A00032480,2480,2021,Sheep,0.0,0.0,0.0
2021A00032480,2480,2021,Goat,0.0,0.0,0.0
2021A00032480,2480,2021,Calves,0.0,0.0,0.0
2021A00032480,2480,2021,Cattle,0.0,0.0,0.0
2021A00032480,2480,2021,Chicken,0.0,0.0,0.0
2021A00032480,2480,2021,Turkey,0.0,0.0,0.0
2021A00032480,2480,2021,Rabbit,0.0,0.0,0.0
2021A00032481,2481,2021,Hogs,0.0,0.0,0.0
2021A00032481,2481,2021,Sheep,0.0,0.0,0.0
2021A00032481,2481,2021,Goat,0.0,0.0,0.0
2021A00032481,2481,2021,Calves,0.0,0.0,0.0
2021A00032481,2481,2021,Cattle,0.0,0.0,0.0
2021A00032481,2481,2021,Chicken,0.0,0.0,0.0
2021A00032481,2481,2021,Turkey,0.0,0.0,0.0
2021A00032481,2481,2021,Rabbit,0.0,0.0,0.0
2021A00032482,2482,2021,Hogs,0.0,0.0,0.0
2021A00032482,2482,2021,Sheep,0.0,0.0,0.0
2021A00032482,2482,2021,Goat,0.0,0.0,0.0
2021A00032482,2482,2021,Calves,0.0,0.0,0.0
2021A00032482,2482,2021,Cattle,0.0,0.0,0.0
2021A00032482,2482,2021,Chicken,0.0,0.0,0.0
2021A00032482,2482,2021,Turkey,0.0,0.0,0.0
2021A00032482,2482,2021,Rabbit,0.0,0.0,0.0
2021A00032483,2483,2021,Hogs,0.0,0.0,0.0
2021A00032483,2483,2021,Sheep,0.0,0.0,0.0
2021A00032483,2483,2021,Goat,0.0,0.0,0.0
2021A00032483,2483,2021,Calves,0.0,0.0,0.0
2021A00032483,2483,2021,Cattle,0.0,0.0,0.0
2021A00032483,2483,2021,Chicken,0.0,0.0,0.0
2021A00032483,2483,2021,Turkey,0.0,0.0,0.0
2021A00032483,2483,2021,Rabbit,0.0,0.0,0.0
2021A00032484,2484,2021,Hogs,0.0,0.0,0.0
2021A00032484,2484,2021,Sheep,0.0,0.0,0.0
2021A00032484,2484,2021,Goat,0.0,0.0,0.0
2021A00032484,2484,2021,Calves,0.0,0.0,0.0
2021A00032484,2484,2021,Cattle,0.0,0.0,0.0
2021A00032484,2484,2021,Chicken,0.0,0.0,0.0
2021A00032484,2484,2021,Turkey,0.0,0.0,0.0
2021A00032484,2484,2021,Rabbit,0.0,0.0,0.0
2021A00032485,2485,2021,Hogs,0.0,0.0,0.0
2021A00032485,2485,2021,Sheep,0.0,0.0,0.0
2021A00032485,2485,2021,Goat,0.0,0.0,0.0
2021A00032485,2485,2021,Calves,0.0,0.0,0.0
2021A00032485,2485,2021,Cattle,0.0,0.0,0.0
2021A00032485,2485,2021,Chicken,0.0,0.0,0.0
2021A00032485,2485,2021,Turkey,0.0,0.0,0.0
2021A00032485,2485,2021,Rabbit,0.0,0.0,0.0
2021A00032486,2486,2021,Hogs,0.0,0.0,0.0
2021A00032486,2486,2021,Sheep,0.0,0.0,0.0
2021A00032486,2486,2021,Goat,0.0,0.0,0.0
2021A00032486,2486,2021,Calves,0.0,0.0,0.0
2021A00032486,2486,2021,Cattle,0.0,0.0,0.0
2021A00032486,2486,2021,Chicken,0.0,0.0,0.0
2021A00032486,2486,2021,Turkey,0.0,0.0,0.0
2021A00032486,2486,2021,Rabbit,0.0,0.0,0.0
2021A00032487,2487,2021,Hogs,0.0,0.0,0.0
2021A00032487,2487,2021,Sheep,0.0,0.0,0.0
2021A00032487,2487,2021,Goat,0.0,0.0,0.0
2021A00032487,2487,2021,Calves,0.0,0.0,0.0
2021A00032487,2487,2021,Cattle,0.0,0.0,0.0
2021A00032487,2487,2021,Chicken,0.0,0.0,0.0
2021A00032487,2487,2021,Turkey,0.0,0.0,0.0
2021A00032487,2487,2021,Rabbit,0.0,0.0,0.0
2021A00032488,2488,2021,Hogs,0.0,0.0,0.0
2021A00032488,2488,2021,Sheep,0.0,0.0,0.0
2021A00032488,2488,2021,Goat,0.0,0.0,0.0
2021A00032488,2488,2021,Calves,0.0,0.0,0.0
2021A00032488,2488,2021,Cattle,0.0,0.0,0.0
2021A00032488,2488,2021,Chicken,0.0,0.0,0.0
2021A00032488,2488,2021,Turkey,0.0,0.0,0.0
2021A00032488,2488,2021,Rabbit,0.0,0.0,0.0
2021A00032489,2489,2021,Hogs,0.0,0.0,0.0
2021A00032489,2489,2021,Sheep,0.0,0.0,0.0
2021A00032489,2489,2021,Goat,0.0,0.0,0.0
2021A00032489,2489,2021,Calves,0.0,0.0,0.0
2021A00032489,2489,2021,Cattle,0.0,0.0,0.0
2021A00032489,2489,2021,Chicken,0.0,0.0,0.0
2021A00032489,2489,2021,Turkey,0.0,0.0,0.0
2021A00032489,2489,2021,Rabbit,0.0,0.0,0.0
2021A00032490,2490,2021,Hogs,0.0,0.0,0.0
2021A00032490,2490,2021,Sheep,0.0,0.0,0.0
2021A00032490,2490,2021,Goat,0.0,0.0,0.0
2021A00032490,2490,2021,Calves,0.0,0.0,0.0
2021A00032490,2490,2021,Cattle,0.0,0.0,0.0
2021A00032490,2490,2021,Chicken,0.0,0.0,0.0
2021A00032490,2490,2021,Turkey,0.0,0.0,0.0
2021A00032490,2490,2021,Rabbit,0.0,0.0,0.0
2021A00032491,2491,2021,Hogs,0.0,0.0,0.0
2021A00032491,2491,2021,Sheep,0.0,0.0,0.0
2021A00032491,2491,2021,Goat,0.0,0.0,0.0
2021A00032491,2491,2021,Calves,0.0,0.0,0.0
2021A00032491,2491,2021,Cattle,0.0,0.0,0.0
2021A00032491,2491,2021,Chicken,0.0,0.0,0.0
2021A00032491,2491,2021,Turkey,0.0,0.0,0.0
2021A00032491,2491,2021,Rabbit,0.0,0.0,0.0
2021A00032492,2492,2021,Hogs,0.0,0.0,0.0
2021A00032492,2492,2021,Sheep,0.0,0.0,0.0
2021A00032492,2492,2021,Goat,0.0,0.0,0.0
2021A00032492,2492,2021,Calves,0.0,0.0,0.0
2021A00032492,2492,2021,Cattle,0.0,0.0,0.0
2021A00032492,2492,2021,Chicken,0.0,0.0,0.0
2021A00032492,2492,2021,Turkey,0.0,0.0,0.0
2021A00032492,2492,2021,Rabbit,0.0,0.0,0.0
2021A00032493,2493,2021,Hogs,0.0,0.0,0.0
2021A00032493,2493,2021,Sheep,0.0,0.0,0.0
2021A00032493,2493,2021,Goat,0.0,0.0,0.0
2021A00032493,2493,2021,Calves,0.0,0.0,0.0
2021A00032493,2493,2021,Cattle,0.0,0.0,0.0
2021A00032493,2493,2021,Chicken,0.0,0.0,0.0
2021A00032493,2493,2021,Turkey,0.0,0.0,0.0
2021A00032493,2493,2021,Rabbit,0.0,0.0,0.0
2021A00032494,2494,2021,Hogs,84113.50502792854,67290.80402234284,16822.701005585703
2021A00032494,2494,2021,Sheep,272.41508686988385,125.31093996014658,147.10414690973727
2021A00032494,2494,2021,Goat,16.673388096419618,8.336694048209809,8.336694048209809
2021A00032494,2494,2021,Calves,5820.07683533675,3201.0422594352135,2619.034575901537
2021A00032494,2494,2021,Cattle,3949.5439004903546,1935.2765112402735,2014.2673892500811
2021A00032494,2494,2021,Chicken,35733.42465128238,25728.065748923313,10005.358902359068
2021A00032494,2494,2021,Turkey,2565.7207440112625,1975.6049728886721,590.1157711225904
2021A00032494,2494,2021,Rabbit,20.66844022165597,10.954273317477663,9.714166904178306
2021A00032495,2495,2021,Hogs,0.0,0.0,0.0
2021A00032495,2495,2021,Sheep,0.0,0.0,0.0
2021A00032495,2495,2021,Goat,0.0,0.0,0.0
2021A00032495,2495,2021,Calves,0.0,0.0,0.0
2021A00032495,2495,2021,Cattle,0.0,0.0,0.0
2021A00032495,2495,2021,Chicken,0.0,0.0,0.0
2021A00032495,2495,2021,Turkey,0.0,0.0,0.0
2021A00032495,2495,2021,Rabbit,0.0,0.0,0.0
2021A00032496,2496,2021,Hogs,0.0,0.0,0.0
2021A00032496,2496,2021,Sheep,0.0,0.0,0.0
2021A00032496,2496,2021,Goat,0.0,0.0,0.0
2021A00032496,2496,2021,Calves,0.0,0.0,0.0
2021A00032496,2496,2021,Cattle,0.0,0.0,0.0
2021A00032496,2496,2021,Chicken,0.0,0.0,0.0
2021A00032496,2496,2021,Turkey,0.0,0.0,0.0
2021A00032496,2496,2021,Rabbit,0.0,0.0,0.0
2021A00032497,2497,2021,Hogs,0.0,0.0,0.0
2021A00032497,2497,2021,Sheep,0.0,0.0,0.0
2021A00032497,2497,2021,Goat,0.0,0.0,0.0
2021A00032497,2497,2021,Calves,0.0,0.0,0.0
2021A00032497,2497,2021,Cattle,0.0,0.0,0.0
2021A00032497,2497,2021,Chicken,0.0,0.0,0.0
2021A00032497,2497,2021,Turkey,0.0,0.0,0.0
2021A00032497,2497,2021,Rabbit,0.0,0.0,0.0
2021A00032498,2498,2021,Hogs,0.0,0.0,0.0
2021A00032498,2498,2021,Sheep,0.0,0.0,0.0
2021A00032498,2498,2021,Goat,0.0,0.0,0.0
2021A00032498,2498,2021,Calves,0.0,0.0,0.0
2021A00032498,2498,2021,Cattle,0.0,0.0,0.0
2021A00032498,2498,2021,Chicken,0.0,0.0,0.0
2021A00032498,2498,2021,Turkey,0.0,0.0,0.0
2021A00032498,2498,2021,Rabbit,0.0,0.0,0.0
2021A00032499,2499,2021,Hogs,0.0,0.0,0.0
2021A00032499,2499,2021,Sheep,0.0,0.0,0.0
2021A00032499,2499,2021,Goat,0.0,0.0,0.0
2021A00032499,2499,2021,Calves,0.0,0.0,0.0
2021A00032499,2499,2021,Cattle,0.0,0.0,0.0
2021A00032499,2499,2021,Chicken,0.0,0.0,0.0
2021A00032499,2499,2021,Turkey,0.0,0.0,0.0
2021A00032499,2499,2021,Rabbit,0.0,0.0,0.0
