DGUID,"Asparagus, producing (m2)",Beets (m2),Broccoli (m2),Brussels sprouts (m2),"Cabbage, regular (m2)",Carrots (m2),Cauliflower (m2),Celery (m2),Cucumbers (m2),Garlic (m2),Green and wax beans (m2),Green peas (m2),Lettuce (m2),"Onions, dry (m2)",Peppers (m2),Pumpkins (m2),Radishes (m2),Rutabagas and turnips (m2),Spinach (m2),Squash and zucchini (m2),Sweet corn (m2),Tomatoes (m2),year,CD,Sweet corn (Vegetable kg),Sweet corn (Vegetable kg P),Sweet corn (Total kg P),Tomatoes (Vegetable kg),Tomatoes (Vegetable kg P),Tomatoes (Total kg P),Cucumbers (Vegetable kg),Cucumbers (Vegetable kg P),Cucumbers (Total kg P),Green peas (Vegetable kg),Green peas (Vegetable kg P),Green peas (Total kg P),Green and wax beans (Vegetable kg),Green and wax beans (Vegetable kg P),Green and wax beans (Total kg P),"Cabbage, regular (Vegetable kg)","Cabbage, regular (Vegetable kg P)","Cabbage, regular (Total kg P)",Cauliflower (Vegetable kg),Cauliflower (Vegetable kg P),Cauliflower (Total kg P),Broccoli (Vegetable kg),Broccoli (Vegetable kg P),Broccoli (Total kg P),Brussels sprouts (Vegetable kg),Brussels sprouts (Vegetable kg P),Brussels sprouts (Total kg P),Carrots (Vegetable kg),Carrots (Vegetable kg P),Carrots (Total kg P),Rutabagas and turnips (Vegetable kg),Rutabagas and turnips (Vegetable kg P),Rutabagas and turnips (Total kg P),Beets (Vegetable kg),Beets (Vegetable kg P),Beets (Total kg P),Radishes (Vegetable kg),Radishes (Vegetable kg P),Radishes (Total kg P),"Onions, dry (Vegetable kg)","Onions, dry (Vegetable kg P)","Onions, dry (Total kg P)",Garlic (Vegetable kg),Garlic (Vegetable kg P),Garlic (Total kg P),Celery (Vegetable kg),Celery (Vegetable kg P),Celery (Total kg P),Lettuce (Vegetable kg),Lettuce (Vegetable kg P),Lettuce (Total kg P),Spinach (Vegetable kg),Spinach (Vegetable kg P),Spinach (Total kg P),Peppers (Vegetable kg),Peppers (Vegetable kg P),Peppers (Total kg P),Pumpkins (Vegetable kg),Pumpkins (Vegetable kg P),Pumpkins (Total kg P),Squash and zucchini (Vegetable kg),Squash and zucchini (Vegetable kg P),Squash and zucchini (Total kg P),"Asparagus, producing (Vegetable kg)","Asparagus, producing (Vegetable kg P)","Asparagus, producing (Total kg P)"
2021A00032432,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0,2021,2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273600.0,109.44,109.44,66400.0,36.52,36.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38600.0,451.62,451.62,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032433,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,230000.0,0.0,2021,2433,234600.0,563.04,563.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,16.96,16.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,57.0,57.0,24000.0,12.0,12.0
2021A00032434,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,10000.0,0.0,0.0,0.0,2060000.0,0.0,2021,2434,2101200.0,5042.88,5042.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410400.0,164.16,164.16,0.0,0.0,0.0,0.0,0.0,0.0,17600.0,3.52,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154400.0,1806.48,1806.48,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032436,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,8.48,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,90.0,90.0
2021A00032437,0.0,0.0,0.0,0.0,220000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740000.0,0.0,2021,2437,754800.0,1811.52,1811.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838200.0,335.28,335.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34600.0,31.14,31.14,622500.0,498.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032438,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,2021,2438,0.0,0.0,0.0,70800.0,28.32,28.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,7.315,7.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24900.000000000004,19.92,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032439,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,9.0,9.0
2021A00032440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,2021,2440,0.0,0.0,0.0,47200.0,18.88,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216200.0,864.8,864.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032442,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,80000.0,0.0,80000.0,0.0,0.0,2021,2442,0.0,0.0,0.0,0.0,0.0,0.0,982700.0,687.89,687.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273600.0,109.44,109.44,265600.0,146.08,146.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154400.0,1806.48,1806.48,120000.0,45.6,45.6,0.0,0.0,0.0
2021A00032443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13250.0,21.2,21.2,0.0,0.0,0.0,24900.000000000004,19.92,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032444,20000.0,90000.0,0.0,0.0,40000.0,120000.0,0.0,130000.0,0.0,170000.0,0.0,0.0,20000.0,30000.0,20000.0,40000.0,20000.0,40000.0,0.0,110000.0,0.0,10000.0,2021,2444,0.0,0.0,0.0,23600.0,9.44,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152400.0,60.96,60.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410400.0,164.16,164.16,132800.0,73.04,73.04,135.0,0.054000000000000006,0.054000000000000006,35200.0,7.04,7.04,146400.0,87.84,87.84,45050.0,72.08,72.08,449800.0,404.82,404.82,49800.00000000001,39.84,39.84,0.0,0.0,0.0,62800.0,75.36,75.36,77200.0,903.24,903.24,165000.0,62.7,62.7,6000.0,3.0,3.0
2021A00032445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48800.0,29.28,29.28,29150.0,46.64,46.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31400.0,37.68,37.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910000.0,0.0,0.0,2021,2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34450.0,55.12,55.12,103800.0,93.42,93.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365000.0,518.7,518.7,0.0,0.0,0.0
2021A00032447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032449,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990000.0,0.0,2021,2449,1009800.0,2423.52,2423.52,0.0,0.0,0.0,0.0,0.0,0.0,404800.0,1619.2,1619.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,25.5,25.5
2021A00032450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290000.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040000.0,0.0,2021,2450,3100800.0,7441.92,7441.92,0.0,0.0,0.0,0.0,0.0,0.0,506000.0,2024.0,2024.0,799800.0,2079.48,2079.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032451,380000.0,190000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,250000.0,10000.0,110000.0,0.0,0.0,600000.0,0.0,2021,2451,612000.0,1468.8,1468.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571500.0,228.6,228.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365200.0,200.86,200.86,285.0,0.114,0.114,17600.0,3.52,3.52,0.0,0.0,0.0,47700.0,76.32,76.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482500.0,5645.25,5645.25,0.0,0.0,0.0,114000.0,57.0,57.0
2021A00032452,280000.0,280000.0,2380000.0,320000.0,0.0,160000.0,880000.0,480000.0,0.0,0.0,3120000.0,2840000.0,1000000.0,470000.0,0.0,0.0,0.0,110000.0,0.0,950000.0,2280000.0,0.0,2021,2452,2325600.0,5581.44,5581.44,0.0,0.0,0.0,0.0,0.0,0.0,1306400.0,5225.6,5225.6,1934400.0,5029.44,5029.44,0.0,0.0,0.0,1636800.0,703.824,703.824,3165400.0,1740.97,1740.97,332800.0,186.368,186.368,547200.0,218.88,218.88,365200.0,200.86,200.86,420.0,0.168,0.168,0.0,0.0,0.0,2293600.0,1376.16,1376.16,0.0,0.0,0.0,1660800.0,1494.72,1494.72,2490000.0,1992.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425000.0,541.5,541.5,84000.0,42.0,42.0
2021A00032453,150000.0,0.0,0.0,0.0,280000.0,0.0,0.0,0.0,510000.0,0.0,0.0,1720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970000.0,0.0,2021,2453,2009400.0,4822.56,4822.56,0.0,0.0,0.0,1616700.0,1131.69,1131.69,791200.0,3164.8,3164.8,0.0,0.0,0.0,1066800.0,426.72,426.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,22.5,22.5
2021A00032454,0.0,0.0,0.0,0.0,0.0,2640000.0,0.0,50000.0,1540000.0,0.0,3270000.0,6410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460000.0,9420000.0,480000.0,2021,2454,9608400.0,23060.16,23060.16,1132800.0,453.12,453.12,4881800.0,3417.2600000000007,3417.2600000000007,2948600.0,11794.4,11794.4,2027400.0,5271.24,5271.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9028800.0,3611.52,3611.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173000.0,155.7,155.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690000.0,262.2,262.2,0.0,0.0,0.0
2021A00032455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,40000.0,0.0,0.0,0.0,830000.0,0.0,580000.0,0.0,0.0,0.0,620000.0,2180000.0,380000.0,2021,2455,2223600.0,5336.64,5336.64,896800.0,358.72,358.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4050400.0,2430.24,2430.24,10600.0,16.96,16.96,69200.0,62.28,62.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119400.0,13096.98,13096.98,930000.0,353.4,353.4,0.0,0.0,0.0
2021A00032456,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830000.0,0.0,2021,2456,1866600.0,4479.84,4479.84,0.0,0.0,0.0,0.0,0.0,0.0,1798600.0,7194.4,7194.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,25.5,25.5
2021A00032457,0.0,0.0,0.0,0.0,410000.0,0.0,0.0,0.0,0.0,60000.0,0.0,1120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515200.0,2060.8,2060.8,0.0,0.0,0.0,1562100.0,624.84,624.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15900.0,25.44,25.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032459,0.0,0.0,0.0,0.0,0.0,870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975400.0,1190.16,1190.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032460,0.0,980000.0,0.0,0.0,690000.0,710000.0,0.0,330000.0,0.0,0.0,300000.0,0.0,0.0,160000.0,0.0,0.0,0.0,540000.0,0.0,0.0,2260000.0,0.0,2021,2460,2305200.0,5532.48,5532.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186000.0,483.6,483.6,2628900.0,1051.56,1051.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428200.0,971.28,971.28,1792800.0,986.04,986.04,1470.0,0.5880000000000001,0.5880000000000001,0.0,0.0,0.0,780800.0,468.48,468.48,0.0,0.0,0.0,1141800.0,1027.62,1027.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032461,670000.0,0.0,420000.0,0.0,250000.0,1510000.0,2080000.0,0.0,0.0,90000.0,1650000.0,530000.0,0.0,1720000.0,0.0,0.0,0.0,0.0,0.0,900000.0,1380000.0,0.0,2021,2461,1407600.0,3378.24,3378.24,0.0,0.0,0.0,0.0,0.0,0.0,243800.0,975.2,975.2,1023000.0,2659.8,2659.8,952500.0,381.0,381.0,3868800.0,1663.5839999999998,1663.5839999999998,558600.0,307.23,307.23,0.0,0.0,0.0,5164200.0,2065.68,2065.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8393600.0,5036.16,5036.16,23850.0,38.16,38.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350000.0,513.0,513.0,201000.0,100.5,100.5
2021A00032462,0.0,0.0,0.0,0.0,490000.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866900.0,746.76,746.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444600.0,177.84,177.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032463,480000.0,6090000.0,1980000.0,0.0,7380000.0,9000000.0,1950000.0,0.0,490000.0,280000.0,1930000.0,1360000.0,0.0,1120000.0,150000.0,270000.0,0.0,2490000.0,0.0,2810000.0,1700000.0,0.0,2021,2463,1734000.0,4161.6,4161.6,0.0,0.0,0.0,1553300.0,1087.3100000000002,1087.3100000000002,625600.0,2502.4,2502.4,1196600.0,3111.16,3111.16,28117800.0,11247.12,11247.12,3627000.0,1559.61,1559.61,2633400.0,1448.37,1448.37,0.0,0.0,0.0,30780000.0,12312.0,12312.0,8266800.0,4546.74,4546.74,9135.0,3.6540000000000004,3.6540000000000004,0.0,0.0,0.0,5465600.0,3279.36,3279.36,74200.0,118.72,118.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471000.0,565.2,565.2,521100.0,6096.87,6096.87,4215000.0,1601.7,1601.7,144000.0,72.0,72.0
